STATE,ZIPCODE,AGI_STUB,N1
AL,35755,6,0
AL,35756,1,1950
AL,35756,2,1320
AL,35756,3,1120
AL,35756,4,1050
AL,35756,5,2230
AL,35756,6,560
AL,35757,1,2010
AL,35757,2,1400
AL,35757,3,1080
AL,35757,4,900
AL,35757,5,1790
AL,35757,6,380
AL,35758,1,5860
AL,35758,2,3500
AL,35758,3,2510
AL,35758,4,2210
AL,35758,5,5320
AL,35758,6,1850
AL,35759,1,1110
AL,35759,2,860
AL,35759,3,700
AL,35759,4,580
AL,35759,5,850
AL,35759,6,120
AL,35760,1,770
AL,35760,2,530
AL,35760,3,310
AL,35760,4,200
AL,35760,5,200
AL,35760,6,30
AL,35761,1,1650
AL,35761,2,1220
AL,35761,3,810
AL,35761,4,550
AL,35761,5,850
AL,35761,6,170
AL,35763,1,2010
AL,35763,2,1110
AL,35763,3,950
AL,35763,4,950
AL,35763,5,2650
AL,35763,6,990
AL,35764,1,100
AL,35764,2,70
AL,35764,3,40
AL,35764,4,20
AL,35764,5,0
AL,35764,6,0
AL,35765,1,620
AL,35765,2,380
AL,35765,3,210
AL,35765,4,110
AL,35765,5,130
AL,35765,6,0
AL,35768,1,1950
AL,35768,2,1280
AL,35768,3,650
AL,35768,4,330
AL,35768,5,350
AL,35768,6,70
AL,35769,1,1490
AL,35769,2,1000
AL,35769,3,560
AL,35769,4,390
AL,35769,5,600
AL,35769,6,170
AL,35771,1,610
AL,35771,2,370
AL,35771,3,180
AL,35771,4,120
AL,35771,5,110
AL,35771,6,0
AL,35772,1,760
AL,35772,2,500
AL,35772,3,250
AL,35772,4,160
AL,35772,5,140
AL,35772,6,0
AL,35773,1,2000
AL,35773,2,1420
AL,35773,3,840
AL,35773,4,500
AL,35773,5,660
AL,35773,6,110
AL,35775,1,130
AL,35775,2,100
AL,35775,3,40
AL,35775,4,20
AL,35775,5,20
AL,35775,6,0
AL,35776,1,580
AL,35776,2,400
AL,35776,3,220
AL,35776,4,130
AL,35776,5,100
AL,35776,6,0
AL,35801,1,2760
AL,35801,2,1820
AL,35801,3,1330
AL,35801,4,1030
AL,35801,5,2050
AL,35801,6,1270
AL,35802,1,3490
AL,35802,2,2130
AL,35802,3,1380
AL,35802,4,1110
AL,35802,5,2200
AL,35802,6,960
AL,35803,1,3710
AL,35803,2,2530
AL,35803,3,1980
AL,35803,4,1630
AL,35803,5,2930
AL,35803,6,770
AL,35805,1,5130
AL,35805,2,2110
AL,35805,3,500
AL,35805,4,190
AL,35805,5,130
AL,35805,6,20
AL,35806,1,3630
AL,35806,2,2440
AL,35806,3,1610
AL,35806,4,1140
AL,35806,5,2180
AL,35806,6,630
AL,35808,1,70
AL,35808,2,50
AL,35808,3,60
AL,35808,4,80
AL,35808,5,150
AL,35808,6,30
AL,35810,1,7070
AL,35810,2,3790
AL,35810,3,1430
AL,35810,4,620
AL,35810,5,530
AL,35810,6,50
AL,35811,1,4300
AL,35811,2,2830
AL,35811,3,1830
AL,35811,4,1400
AL,35811,5,2070
AL,35811,6,360
AL,35816,1,3680
AL,35816,2,1380
AL,35816,3,360
AL,35816,4,170
AL,35816,5,130
AL,35816,6,20
AL,35824,1,1070
AL,35824,2,840
AL,35824,3,650
AL,35824,4,540
AL,35824,5,1040
AL,35824,6,270
AL,35901,1,3470
AL,35901,2,1740
AL,35901,3,790
AL,35901,4,470
AL,35901,5,620
AL,35901,6,300
AL,35903,1,3470
AL,35903,2,1840
AL,35903,3,880
AL,35903,4,470
AL,35903,5,470
AL,35903,6,60
AL,35904,1,2530
AL,35904,2,1410
AL,35904,3,650
AL,35904,4,320
AL,35904,5,260
AL,35904,6,40
AL,35905,1,1010
AL,35905,2,690
AL,35905,3,390
AL,35905,4,270
AL,35905,5,280
AL,35905,6,50
AL,35906,1,1700
AL,35906,2,1170
AL,35906,3,640
AL,35906,4,420
AL,35906,5,500
AL,35906,6,110
AL,35907,1,1130
AL,35907,2,830
AL,35907,3,670
AL,35907,4,550
AL,35907,5,620
AL,35907,6,90
AL,35950,1,3960
AL,35950,2,2580
AL,35950,3,1000
AL,35950,4,540
AL,35950,5,470
AL,35950,6,90
AL,35951,1,2510
AL,35951,2,1390
AL,35951,3,580
AL,35951,4,290
AL,35951,5,250
AL,35951,6,50
AL,35952,1,1110
AL,35952,2,720
AL,35952,3,420
AL,35952,4,250
AL,35952,5,190
AL,35952,6,0
AL,35953,1,1130
AL,35953,2,790
AL,35953,3,430
AL,35953,4,290
AL,35953,5,290
AL,35953,6,40
AL,35954,1,2210
AL,35954,2,1230
AL,35954,3,640
AL,35954,4,310
AL,35954,5,230
AL,35954,6,30
AL,35956,1,1450
AL,35956,2,920
AL,35956,3,500
AL,35956,4,280
AL,35956,5,280
AL,35956,6,20
AL,35957,1,2890
AL,35957,2,1780
AL,35957,3,750
AL,35957,4,480
AL,35957,5,360
AL,35957,6,80
AL,35958,1,420
AL,35958,2,330
AL,35958,3,170
AL,35958,4,110
AL,35958,5,120
AL,35958,6,0
AL,35959,1,770
AL,35959,2,440
AL,35959,3,260
AL,35959,4,140
AL,35959,5,150
AL,35959,6,30
AL,35960,1,1470
AL,35960,2,910
AL,35960,3,530
AL,35960,4,340
AL,35960,5,380
AL,35960,6,70
AL,35961,1,1090
AL,35961,2,700
AL,35961,3,250
AL,35961,4,100
AL,35961,5,90
AL,35961,6,20
AL,35962,1,1210
AL,35962,2,810
AL,35962,3,350
AL,35962,4,150
AL,35962,5,120
AL,35962,6,0
AL,35963,1,260
AL,35963,2,190
AL,35963,3,90
AL,35963,4,40
AL,35963,5,20
AL,35963,6,0
AL,35966,1,510
AL,35966,2,370
AL,35966,3,210
AL,35966,4,100
AL,35966,5,100
AL,35966,6,0
AL,35967,1,2730
AL,35967,2,1720
AL,35967,3,820
AL,35967,4,420
AL,35967,5,410
AL,35967,6,100
AL,35968,1,890
AL,35968,2,630
AL,35968,3,320
AL,35968,4,180
AL,35968,5,170
AL,35968,6,30
AL,35971,1,820
AL,35971,2,480
AL,35971,3,210
AL,35971,4,130
AL,35971,5,110
AL,35971,6,20
AL,35972,1,200
AL,35972,2,150
AL,35972,3,70
AL,35972,4,40
AL,35972,5,50
AL,35972,6,0
AL,35973,1,430
AL,35973,2,280
AL,35973,3,150
AL,35973,4,80
AL,35973,5,80
AL,35973,6,0
AL,35974,1,310
AL,35974,2,200
AL,35974,3,100
AL,35974,4,50
AL,35974,5,50
AL,35974,6,0
AL,35975,1,140
AL,35975,2,120
AL,35975,3,50
AL,35975,4,30
AL,35975,5,30
AL,35975,6,0
AL,35976,1,2840
AL,35976,2,1550
AL,35976,3,900
AL,35976,4,620
AL,35976,5,830
AL,35976,6,310
AL,35978,1,890
AL,35978,2,550
AL,35978,3,290
AL,35978,4,140
AL,35978,5,130
AL,35978,6,20
AL,35979,1,240
AL,35979,2,150
AL,35979,3,80
AL,35979,4,30
AL,35979,5,30
AL,35979,6,0
AL,35980,1,870
AL,35980,2,470
AL,35980,3,230
AL,35980,4,140
AL,35980,5,110
AL,35980,6,0
AL,35981,1,320
AL,35981,2,190
AL,35981,3,130
AL,35981,4,70
AL,35981,5,50
AL,35981,6,0
AL,35983,1,600
AL,35983,2,370
AL,35983,3,190
AL,35983,4,120
AL,35983,5,150
AL,35983,6,0
AL,35984,1,330
AL,35984,2,190
AL,35984,3,110
AL,35984,4,80
AL,35984,5,90
AL,35984,6,0
AL,35986,1,1260
AL,35986,2,850
AL,35986,3,440
AL,35986,4,270
AL,35986,5,250
AL,35986,6,40
AL,35987,1,400
AL,35987,2,250
AL,35987,3,140
AL,35987,4,80
AL,35987,5,100
AL,35987,6,0
AL,35988,1,310
AL,35988,2,190
AL,35988,3,100
AL,35988,4,40
AL,35988,5,50
AL,35988,6,0
AL,35989,1,570
AL,35989,2,330
AL,35989,3,160
AL,35989,4,90
AL,35989,5,100
AL,35989,6,30
AL,36003,1,360
AL,36003,2,190
AL,36003,3,80
AL,36003,4,60
AL,36003,5,70
AL,36003,6,0
AL,36005,1,280
AL,36005,2,180
AL,36005,3,110
AL,36005,4,60
AL,36005,5,70
AL,36005,6,0
AL,36006,1,230
AL,36006,2,140
AL,36006,3,80
AL,36006,4,60
AL,36006,5,60
AL,36006,6,0
AL,36009,1,430
AL,36009,2,260
AL,36009,3,150
AL,36009,4,90
AL,36009,5,110
AL,36009,6,0
AL,36010,1,1010
AL,36010,2,540
AL,36010,3,240
AL,36010,4,130
AL,36010,5,130
AL,36010,6,0
AL,36013,1,50
AL,36013,2,40
AL,36013,3,40
AL,36013,4,0
AL,36013,5,70
AL,36013,6,0
AL,36016,1,610
AL,36016,2,330
AL,36016,3,140
AL,36016,4,60
AL,36016,5,70
AL,36016,6,0
AL,36017,1,260
AL,36017,2,140
AL,36017,3,50
AL,36017,4,40
AL,36017,5,0
AL,36017,6,0
AL,36020,1,240
AL,36020,2,140
AL,36020,3,70
AL,36020,4,40
AL,36020,5,50
AL,36020,6,0
AL,36022,1,1700
AL,36022,2,1240
AL,36022,3,960
AL,36022,4,820
AL,36022,5,1020
AL,36022,6,100
AL,36024,1,970
AL,36024,2,670
AL,36024,3,400
AL,36024,4,270
AL,36024,5,290
AL,36024,6,90
AL,36025,1,650
AL,36025,2,430
AL,36025,3,240
AL,36025,4,160
AL,36025,5,180
AL,36025,6,0
AL,36026,1,140
AL,36026,2,110
AL,36026,3,60
AL,36026,4,50
AL,36026,5,70
AL,36026,6,0
AL,36027,1,2910
AL,36027,2,1540
AL,36027,3,590
AL,36027,4,360
AL,36027,5,490
AL,36027,6,90
AL,36028,1,290
AL,36028,2,200
AL,36028,3,90
AL,36028,4,50
AL,36028,5,50
AL,36028,6,0
AL,36029,1,150
AL,36029,2,110
AL,36029,3,50
AL,36029,4,30
AL,36029,5,70
AL,36029,6,0
AL,36030,1,90
AL,36030,2,60
AL,36030,3,20
AL,36030,4,20
AL,36030,5,0
AL,36030,6,0
AL,36032,1,580
AL,36032,2,280
AL,36032,3,90
AL,36032,4,50
AL,36032,5,40
AL,36032,6,0
AL,36033,1,740
AL,36033,2,410
AL,36033,3,160
AL,36033,4,90
AL,36033,5,110
AL,36033,6,0
AL,36034,1,120
AL,36034,2,90
AL,36034,3,60
AL,36034,4,40
AL,36034,5,0
AL,36034,6,0
AL,36035,1,300
AL,36035,2,210
AL,36035,3,120
AL,36035,4,70
AL,36035,5,70
AL,36035,6,0
AL,36036,1,340
AL,36036,2,220
AL,36036,3,110
AL,36036,4,60
AL,36036,5,60
AL,36036,6,0
AL,36037,1,2600
AL,36037,2,1340
AL,36037,3,600
AL,36037,4,330
AL,36037,5,400
AL,36037,6,70
AL,36039,1,50
AL,36039,2,50
AL,36039,3,0
AL,36039,4,0
AL,36039,5,0
AL,36039,6,0
AL,36040,1,850
AL,36040,2,470
AL,36040,3,110
AL,36040,4,50
AL,36040,5,60
AL,36040,6,0
AL,36041,1,230
AL,36041,2,190
AL,36041,3,60
AL,36041,4,60
AL,36041,5,40
AL,36041,6,0
AL,36042,1,220
AL,36042,2,160
AL,36042,3,80
AL,36042,4,50
AL,36042,5,40
AL,36042,6,0
AL,36043,1,580
AL,36043,2,410
AL,36043,3,240
AL,36043,4,140
AL,36043,5,180
AL,36043,6,40
AL,36046,1,250
AL,36046,2,170
AL,36046,3,70
AL,36046,4,50
AL,36046,5,50
AL,36046,6,0
AL,36047,1,280
AL,36047,2,160
AL,36047,3,60
AL,36047,4,30
AL,36047,5,40
AL,36047,6,0
AL,36048,1,270
AL,36048,2,140
AL,36048,3,60
AL,36048,4,30
AL,36048,5,30
AL,36048,6,0
AL,36049,1,950
AL,36049,2,610
AL,36049,3,290
AL,36049,4,170
AL,36049,5,170
AL,36049,6,40
AL,36051,1,370
AL,36051,2,230
AL,36051,3,130
AL,36051,4,70
AL,36051,5,100
AL,36051,6,0
AL,36052,1,110
AL,36052,2,70
AL,36052,3,30
AL,36052,4,30
AL,36052,5,80
AL,36052,6,30
AL,36053,1,410
AL,36053,2,240
AL,36053,3,60
AL,36053,4,30
AL,36053,5,40
AL,36053,6,0
AL,36054,1,2490
AL,36054,2,1850
AL,36054,3,950
AL,36054,4,600
AL,36054,5,740
AL,36054,6,110
AL,36064,1,1240
AL,36064,2,820
AL,36064,3,630
AL,36064,4,620
AL,36064,5,1270
AL,36064,6,460
AL,36066,1,2760
AL,36066,2,2070
AL,36066,3,1460
AL,36066,4,1100
AL,36066,5,1420
AL,36066,6,180
AL,36067,1,4200
AL,36067,2,2620
AL,36067,3,1530
AL,36067,4,990
AL,36067,5,1460
AL,36067,6,240
AL,36069,1,330
AL,36069,2,210
AL,36069,3,100
AL,36069,4,70
AL,36069,5,80
AL,36069,6,0
AL,36071,1,170
AL,36071,2,90
AL,36071,3,60
AL,36071,4,0
AL,36071,5,20
AL,36071,6,0
AL,36075,1,400
AL,36075,2,220
AL,36075,3,100
AL,36075,4,50
AL,36075,5,70
AL,36075,6,0
AL,36078,1,2370
AL,36078,2,1400
AL,36078,3,780
AL,36078,4,500
AL,36078,5,510
AL,36078,6,90
AL,36079,1,1540
AL,36079,2,920
AL,36079,3,480
AL,36079,4,300
AL,36079,5,380
AL,36079,6,70
AL,36080,1,310
AL,36080,2,250
AL,36080,3,170
AL,36080,4,130
AL,36080,5,150
AL,36080,6,30
AL,36081,1,2930
AL,36081,2,1270
AL,36081,3,590
AL,36081,4,380
AL,36081,5,460
AL,36081,6,120
AL,36083,1,1750
AL,36083,2,1000
AL,36083,3,320
AL,36083,4,130
AL,36083,5,140
AL,36083,6,0
AL,36088,1,600
AL,36088,2,250
AL,36088,3,80
AL,36088,4,30
AL,36088,5,30
AL,36088,6,0
AL,36089,1,1620
AL,36089,2,840
AL,36089,3,250
AL,36089,4,90
AL,36089,5,100
AL,36089,6,20
AL,36091,1,610
AL,36091,2,410
AL,36091,3,200
AL,36091,4,120
AL,36091,5,150
AL,36091,6,0
AL,36092,1,3250
AL,36092,2,2350
AL,36092,3,1290
AL,36092,4,770
AL,36092,5,880
AL,36092,6,110
AL,36093,1,1260
AL,36093,2,950
AL,36093,3,840
AL,36093,4,710
AL,36093,5,1170
AL,36093,6,210
AL,36104,1,1530
AL,36104,2,560
AL,36104,3,190
AL,36104,4,130
AL,36104,5,160
AL,36104,6,60
AL,36105,1,2460
AL,36105,2,1110
AL,36105,3,320
AL,36105,4,160
AL,36105,5,180
AL,36105,6,40
AL,36106,1,2240
AL,36106,2,1630
AL,36106,3,910
AL,36106,4,610
AL,36106,5,800
AL,36106,6,370
AL,36107,1,1730
AL,36107,2,780
AL,36107,3,230
AL,36107,4,90
AL,36107,5,90
AL,36107,6,0
AL,36108,1,4450
AL,36108,2,1990
AL,36108,3,540
AL,36108,4,200
AL,36108,5,190
AL,36108,6,0
AL,36109,1,4000
AL,36109,2,3160
AL,36109,3,1690
AL,36109,4,950
AL,36109,5,1040
AL,36109,6,150
AL,36110,1,2790
AL,36110,2,1240
AL,36110,3,290
AL,36110,4,110
AL,36110,5,100
AL,36110,6,0
AL,36111,1,2560
AL,36111,2,1370
AL,36111,3,610
AL,36111,4,310
AL,36111,5,470
AL,36111,6,380
AL,36113,1,120
AL,36113,2,50
AL,36113,3,40
AL,36113,4,50
AL,36113,5,80
AL,36113,6,0
AL,36115,1,70
AL,36115,2,80
AL,36115,3,50
AL,36115,4,30
AL,36115,5,20
AL,36115,6,0
AL,36116,1,8770
AL,36116,2,5190
AL,36116,3,2040
AL,36116,4,910
AL,36116,5,1070
AL,36116,6,290
AL,36117,1,7240
AL,36117,2,5710
AL,36117,3,3260
AL,36117,4,2100
AL,36117,5,3090
AL,36117,6,1150
AL,36201,1,3420
AL,36201,2,1870
AL,36201,3,680
AL,36201,4,240
AL,36201,5,170
AL,36201,6,0
AL,36203,1,3080
AL,36203,2,2220
AL,36203,3,1330
AL,36203,4,730
AL,36203,5,870
AL,36203,6,150
AL,36205,1,160
AL,36205,2,60
AL,36205,3,40
AL,36205,4,30
AL,36205,5,40
AL,36205,6,0
AL,36206,1,1900
AL,36206,2,1370
AL,36206,3,660
AL,36206,4,320
AL,36206,5,260
AL,36206,6,20
AL,36207,1,3040
AL,36207,2,2110
AL,36207,3,1150
AL,36207,4,780
AL,36207,5,950
AL,36207,6,290
AL,36250,1,680
AL,36250,2,530
AL,36250,3,370
AL,36250,4,250
AL,36250,5,240
AL,36250,6,30
AL,36251,1,830
AL,36251,2,610
AL,36251,3,300
AL,36251,4,140
AL,36251,5,170
AL,36251,6,20
AL,36255,1,150
AL,36255,2,90
AL,36255,3,60
AL,36255,4,40
AL,36255,5,40
AL,36255,6,0
AL,36256,1,240
AL,36256,2,160
AL,36256,3,100
AL,36256,4,60
AL,36256,5,50
AL,36256,6,0
AL,36258,1,280
AL,36258,2,150
AL,36258,3,100
AL,36258,4,50
AL,36258,5,70
AL,36258,6,0
AL,36260,1,610
AL,36260,2,500
AL,36260,3,250
AL,36260,4,170
AL,36260,5,110
AL,36260,6,0
AL,36262,1,230
AL,36262,2,130
AL,36262,3,80
AL,36262,4,40
AL,36262,5,40
AL,36262,6,0
AL,36263,1,90
AL,36263,2,60
AL,36263,3,50
AL,36263,4,0
AL,36263,5,30
AL,36263,6,0
AL,36264,1,1340
AL,36264,2,840
AL,36264,3,540
AL,36264,4,320
AL,36264,5,290
AL,36264,6,50
AL,36265,1,3190
AL,36265,2,1790
AL,36265,3,1140
AL,36265,4,710
AL,36265,5,780
AL,36265,6,100
AL,36266,1,950
AL,36266,2,600
AL,36266,3,290
AL,36266,4,170
AL,36266,5,160
AL,36266,6,20
AL,36268,1,890
AL,36268,2,630
AL,36268,3,360
AL,36268,4,170
AL,36268,5,190
AL,36268,6,0
AL,36269,1,200
AL,36269,2,110
AL,36269,3,60
AL,36269,4,50
AL,36269,5,40
AL,36269,6,0
AL,36271,1,900
AL,36271,2,670
AL,36271,3,410
AL,36271,4,220
AL,36271,5,230
AL,36271,6,30
AL,36272,1,2010
AL,36272,2,1260
AL,36272,3,690
AL,36272,4,390
AL,36272,5,320
AL,36272,6,40
AL,36273,1,370
AL,36273,2,250
AL,36273,3,170
AL,36273,4,120
AL,36273,5,140
AL,36273,6,0
AL,36274,1,2050
AL,36274,2,1210
AL,36274,3,470
AL,36274,4,270
AL,36274,5,230
AL,36274,6,30
AL,36276,1,370
AL,36276,2,240
AL,36276,3,110
AL,36276,4,60
AL,36276,5,70
AL,36276,6,0
AL,36277,1,850
AL,36277,2,700
AL,36277,3,410
AL,36277,4,210
AL,36277,5,160
AL,36277,6,0
AL,36278,1,740
AL,36278,2,470
AL,36278,3,250
AL,36278,4,160
AL,36278,5,220
AL,36278,6,70
AL,36279,1,390
AL,36279,2,280
AL,36279,3,180
AL,36279,4,90
AL,36279,5,100
AL,36279,6,0
AL,36280,1,580
AL,36280,2,340
AL,36280,3,240
AL,36280,4,120
AL,36280,5,150
AL,36280,6,0
AL,36301,1,7130
AL,36301,2,3830
AL,36301,3,1760
AL,36301,4,1070
AL,36301,5,1280
AL,36301,6,290
AL,36303,1,5900
AL,36303,2,2900
AL,36303,3,1230
AL,36303,4,860
AL,36303,5,1220
AL,36303,6,500
AL,36305,1,2130
AL,36305,2,1620
AL,36305,3,950
AL,36305,4,690
AL,36305,5,1130
AL,36305,6,450
AL,36310,1,1090
AL,36310,2,620
AL,36310,3,300
AL,36310,4,140
AL,36310,5,190
AL,36310,6,40
AL,36311,1,370
AL,36311,2,260
AL,36311,3,140
AL,36311,4,100
AL,36311,5,110
AL,36311,6,0
AL,36312,1,900
AL,36312,2,620
AL,36312,3,310
AL,36312,4,220
AL,36312,5,260
AL,36312,6,40
AL,36314,1,90
AL,36314,2,60
AL,36314,3,50
AL,36314,4,0
AL,36314,5,20
AL,36314,6,0
AL,36316,1,250
AL,36316,2,200
AL,36316,3,100
AL,36316,4,70
AL,36316,5,110
AL,36316,6,0
AL,36317,1,70
AL,36317,2,40
AL,36317,3,30
AL,36317,4,30
AL,36317,5,0
AL,36317,6,0
AL,36318,1,180
AL,36318,2,130
AL,36318,3,70
AL,36318,4,50
AL,36318,5,70
AL,36318,6,0
AL,36319,1,340
AL,36319,2,210
AL,36319,3,150
AL,36319,4,90
AL,36319,5,120
AL,36319,6,0
AL,36320,1,600
AL,36320,2,360
AL,36320,3,160
AL,36320,4,100
AL,36320,5,100
AL,36320,6,0
AL,36321,1,320
AL,36321,2,220
AL,36321,3,120
AL,36321,4,60
AL,36321,5,70
AL,36321,6,0
AL,36322,1,1550
AL,36322,2,840
AL,36322,3,430
AL,36322,4,300
AL,36322,5,260
AL,36322,6,20
AL,36323,1,1260
AL,36323,2,760
AL,36323,3,390
AL,36323,4,210
AL,36323,5,220
AL,36323,6,40
AL,36330,1,5440
AL,36330,2,3430
AL,36330,3,2090
AL,36330,4,1560
AL,36330,5,2200
AL,36330,6,360
AL,36340,1,880
AL,36340,2,520
AL,36340,3,250
AL,36340,4,150
AL,36340,5,150
AL,36340,6,30
AL,36343,1,290
AL,36343,2,170
AL,36343,3,50
AL,36343,4,30
AL,36343,5,30
AL,36343,6,0
AL,36344,1,920
AL,36344,2,520
AL,36344,3,270
AL,36344,4,190
AL,36344,5,190
AL,36344,6,30
AL,36345,1,1350
AL,36345,2,840
AL,36345,3,440
AL,36345,4,360
AL,36345,5,470
AL,36345,6,80
AL,36346,1,210
AL,36346,2,150
AL,36346,3,80
AL,36346,4,60
AL,36346,5,60
AL,36346,6,0
AL,36350,1,1300
AL,36350,2,690
AL,36350,3,410
AL,36350,4,260
AL,36350,5,270
AL,36350,6,60
AL,36351,1,490
AL,36351,2,320
AL,36351,3,240
AL,36351,4,160
AL,36351,5,200
AL,36351,6,0
AL,36352,1,800
AL,36352,2,510
AL,36352,3,320
AL,36352,4,210
AL,36352,5,300
AL,36352,6,50
AL,36353,1,340
AL,36353,2,230
AL,36353,3,110
AL,36353,4,70
AL,36353,5,80
AL,36353,6,0
AL,36360,1,3390
AL,36360,2,1830
AL,36360,3,990
AL,36360,4,740
AL,36360,5,720
AL,36360,6,80
AL,36362,1,280
AL,36362,2,600
AL,36362,3,310
AL,36362,4,130
AL,36362,5,130
AL,36362,6,0
AL,36370,1,170
AL,36370,2,100
AL,36370,3,50
AL,36370,4,40
AL,36370,5,30
AL,36370,6,0
AL,36373,1,120
AL,36373,2,60
AL,36373,3,20
AL,36373,4,20
AL,36373,5,0
AL,36373,6,0
AL,36374,1,190
AL,36374,2,120
AL,36374,3,60
AL,36374,4,60
AL,36374,5,60
AL,36374,6,0
AL,36375,1,1250
AL,36375,2,740
AL,36375,3,360
AL,36375,4,250
AL,36375,5,230
AL,36375,6,30
AL,36376,1,400
AL,36376,2,220
AL,36376,3,110
AL,36376,4,60
AL,36376,5,60
AL,36376,6,0
AL,36401,1,1420
AL,36401,2,680
AL,36401,3,320
AL,36401,4,150
AL,36401,5,140
AL,36401,6,40
AL,36420,1,1910
AL,36420,2,1110
AL,36420,3,540
AL,36420,4,350
AL,36420,5,410
AL,36420,6,90
AL,36421,1,1360
AL,36421,2,870
AL,36421,3,470
AL,36421,4,320
AL,36421,5,420
AL,36421,6,100
AL,36425,1,160
AL,36425,2,110
AL,36425,3,30
AL,36425,4,30
AL,36425,5,0
AL,36425,6,0
AL,36426,1,2430
AL,36426,2,1320
AL,36426,3,790
AL,36426,4,480
AL,36426,5,480
AL,36426,6,80
AL,36432,1,430
AL,36432,2,250
AL,36432,3,130
AL,36432,4,70
AL,36432,5,50
AL,36432,6,0
AL,36435,1,100
AL,36435,2,50
AL,36435,3,30
AL,36435,4,0
AL,36435,5,0
AL,36435,6,0
AL,36436,1,70
AL,36436,2,50
AL,36436,3,20
AL,36436,4,30
AL,36436,5,0
AL,36436,6,0
AL,36441,1,600
AL,36441,2,370
AL,36441,3,190
AL,36441,4,130
AL,36441,5,140
AL,36441,6,0
AL,36442,1,540
AL,36442,2,300
AL,36442,3,140
AL,36442,4,80
AL,36442,5,70
AL,36442,6,0
AL,36444,1,100
AL,36444,2,60
AL,36444,3,30
AL,36444,4,30
AL,36444,5,0
AL,36444,6,0
AL,36445,1,670
AL,36445,2,400
AL,36445,3,220
AL,36445,4,120
AL,36445,5,110
AL,36445,6,0
AL,36451,1,770
AL,36451,2,420
AL,36451,3,280
AL,36451,4,160
AL,36451,5,210
AL,36451,6,40
AL,36453,1,360
AL,36453,2,230
AL,36453,3,130
AL,36453,4,80
AL,36453,5,90
AL,36453,6,0
AL,36456,1,280
AL,36456,2,200
AL,36456,3,100
AL,36456,4,50
AL,36456,5,50
AL,36456,6,0
AL,36460,1,1610
AL,36460,2,720
AL,36460,3,400
AL,36460,4,240
AL,36460,5,340
AL,36460,6,70
AL,36467,1,1690
AL,36467,2,960
AL,36467,3,420
AL,36467,4,260
AL,36467,5,300
AL,36467,6,50
AL,36471,1,210
AL,36471,2,110
AL,36471,3,40
AL,36471,4,20
AL,36471,5,20
AL,36471,6,0
AL,36474,1,470
AL,36474,2,300
AL,36474,3,150
AL,36474,4,90
AL,36474,5,100
AL,36474,6,0
AL,36475,1,330
AL,36475,2,190
AL,36475,3,100
AL,36475,4,50
AL,36475,5,60
AL,36475,6,0
AL,36477,1,760
AL,36477,2,450
AL,36477,3,220
AL,36477,4,130
AL,36477,5,130
AL,36477,6,20
AL,36480,1,280
AL,36480,2,180
AL,36480,3,100
AL,36480,4,70
AL,36480,5,70
AL,36480,6,0
AL,36481,1,50
AL,36481,2,50
AL,36481,3,0
AL,36481,4,0
AL,36481,5,0
AL,36481,6,0
AL,36482,1,180
AL,36482,2,100
AL,36482,3,50
AL,36482,4,30
AL,36482,5,0
AL,36482,6,0
AL,36483,1,70
AL,36483,2,50
AL,36483,3,30
AL,36483,4,30
AL,36483,5,0
AL,36483,6,0
AL,36502,1,2930
AL,36502,2,1650
AL,36502,3,720
AL,36502,4,410
AL,36502,5,390
AL,36502,6,70
AL,36505,1,220
AL,36505,2,140
AL,36505,3,110
AL,36505,4,70
AL,36505,5,80
AL,36505,6,0
AL,36507,1,3290
AL,36507,2,2050
AL,36507,3,1060
AL,36507,4,650
AL,36507,5,760
AL,36507,6,140
AL,36509,1,460
AL,36509,2,190
AL,36509,3,60
AL,36509,4,40
AL,36509,5,40
AL,36509,6,0
AL,36511,1,190
AL,36511,2,90
AL,36511,3,40
AL,36511,4,20
AL,36511,5,20
AL,36511,6,0
AL,36518,1,360
AL,36518,2,170
AL,36518,3,140
AL,36518,4,130
AL,36518,5,160
AL,36518,6,30
AL,36521,1,780
AL,36521,2,450
AL,36521,3,300
AL,36521,4,220
AL,36521,5,240
AL,36521,6,20
AL,36522,1,1160
AL,36522,2,590
AL,36522,3,430
AL,36522,4,260
AL,36522,5,280
AL,36522,6,20
AL,36523,1,480
AL,36523,2,230
AL,36523,3,120
AL,36523,4,70
AL,36523,5,90
AL,36523,6,30
AL,36524,1,210
AL,36524,2,110
AL,36524,3,60
AL,36524,4,30
AL,36524,5,40
AL,36524,6,0
AL,36525,1,310
AL,36525,2,190
AL,36525,3,120
AL,36525,4,80
AL,36525,5,110
AL,36525,6,0
AL,36526,1,4710
AL,36526,2,3360
AL,36526,3,2190
AL,36526,4,1720
AL,36526,5,2840
AL,36526,6,700
AL,36527,1,1730
AL,36527,2,1100
AL,36527,3,940
AL,36527,4,780
AL,36527,5,1740
AL,36527,6,600
AL,36528,1,230
AL,36528,2,150
AL,36528,3,110
AL,36528,4,90
AL,36528,5,160
AL,36528,6,30
AL,36529,1,80
AL,36529,2,60
AL,36529,3,50
AL,36529,4,0
AL,36529,5,30
AL,36529,6,0
AL,36530,1,1400
AL,36530,2,840
AL,36530,3,440
AL,36530,4,300
AL,36530,5,300
AL,36530,6,90
AL,36532,1,4540
AL,36532,2,2540
AL,36532,3,1870
AL,36532,4,1500
AL,36532,5,2700
AL,36532,6,1250
